county,precinct,absenteePrecinct,score
FANNIN,MOBI,"MOBI",100.00
FANNIN,MORG,"MORG",100.00
FANNIN,FLIN,"FLIN",100.00
HALL,024,"024",100.00
HALL,029,"029",100.00
HALL,011,"011",100.00
HALL,004,"004",100.00
HALL,020,"020",100.00
HALL,010,"010",100.00
HALL,013,"013",100.00
HALL,021,"021",100.00
HALL,006,"006",100.00
HALL,028,"028",100.00
HALL,023,"023",100.00
HALL,025,"025",100.00
HALL,014,"014",100.00
HALL,001,"001",100.00
HALL,015,"015",100.00
HALL,027,"027",100.00
HALL,019,"019",100.00
HALL,018,"018",100.00
HALL,007,"007",100.00
HALL,026,"026",100.00
HALL,009,"009",100.00
HALL,017,"017",100.00
HALL,002,"002",100.00
HALL,016,"016",100.00
HALL,030,"030",100.00
HALL,012,"012",100.00
HALL,008,"008",100.00
HALL,003,"003",100.00
HALL,022,"022",100.00
HALL,005,"005",100.00
HALL,031,"031",100.00
HOUSTON,TWPK,"TWPK",100.00
HOUSTON,HCTC,"HCTC",100.00
HOUSTON,CENT,"CENT",100.00
HOUSTON,HEFS,"HEFS",100.00
HOUSTON,ANNX,"ANNX",100.00
HOUSTON,VHS,"VHS",100.00
HOUSTON,BMS,"BMS",100.00
HOUSTON,TMS,"TMS",100.00
HOUSTON,FMMS,"FMMS",100.00
HOUSTON,HAFS,"HAFS",100.00
HOUSTON,HHPC,"HHPC",100.00
HOUSTON,CGTC,"CGTC",100.00
HOUSTON,ROZR,"ROZR",100.00
HOUSTON,MCMS,"MCMS",100.00
JACKSON,4000,"4000",100.00
JACKSON,1000,"1000",100.00
JACKSON,2000,"2000",100.00
JACKSON,3000,"3000",100.00
MADISON,PAO,"PAO",100.00
MADISON,COB,"COB",100.00
MADISON,FOR,"FOR",100.00
MADISON,PIT,"PIT",100.00
MADISON,ILA,"ILA",100.00
MADISON,HUL,"HUL",100.00
MADISON,DAN,"DAN",100.00
MADISON,POC,"POC",100.00
MADISON,MIL,"MIL",100.00
MADISON,COM,"COM",100.00
MADISON,COL,"COL",100.00
MADISON,HAR,"HAR",100.00
MITCHELL,PC,"PC",100.00
MITCHELL,CN,"CN",100.00
MITCHELL,BV,"BV",100.00
MITCHELL,SC,"SC",100.00
MITCHELL,LS,"LS",100.00
MITCHELL,BA,"BA",100.00
MITCHELL,HI,"HI",100.00
MITCHELL,CT,"CT",100.00
MITCHELL,CS,"CS",100.00
MITCHELL,HF,"HF",100.00
MITCHELL,PE,"PE",100.00
STEWART,05,"05",100.00
STEWART,04,"04",100.00
STEWART,06,"06",100.00
STEWART,02,"02",100.00
WARE,200B,"200B",100.00
WARE,304,"304",100.00
WARE,409,"409",100.00
WARE,200A,"200A",100.00
WARE,408,"408",100.00
WARE,404,"404",100.00
WARE,405,"405",100.00
WARE,406,"406",100.00
WARE,407,"407",100.00
WARE,300,"300",100.00
WARE,400,"400",100.00
WARE,100,"100",100.00
BANKS,0001,"0001",100.00
BANKS,0013,"0013",100.00
BANKS,0003,"0003",100.00
BANKS,0002,"0002",100.00
BANKS,0010,"0010",100.00
BANKS,0008,"0008",100.00
BANKS,0005,"0005",100.00
BANKS,0011,"0011",100.00
BANKS,0004,"0004",100.00
BANKS,0012,"0012",100.00
BANKS,0006,"0006",100.00
BANKS,0007,"0007",100.00
BANKS,0009,"0009",100.00
COLQUITT,0010,"0010",100.00
COLQUITT,0021,"0021",100.00
COLQUITT,0020,"0020",100.00
COLQUITT,0008,"0008",100.00
COLQUITT,0009,"0009",100.00
COLQUITT,0017,"0017",100.00
COLQUITT,0012,"0012",100.00
COLQUITT,0019,"0019",100.00
COLQUITT,0015,"0015",100.00
COLQUITT,0013,"0013",100.00
COLQUITT,0007,"0007",100.00
COLQUITT,0018,"0018",100.00
COLQUITT,0011,"0011",100.00
COLQUITT,0002,"0002",100.00
COLQUITT,0022,"0022",100.00
COLQUITT,0016,"0016",100.00
COLQUITT,0001,"0001",100.00
COLQUITT,0023,"0023",100.00
COLQUITT,0014,"0014",100.00
ATKINSON,0003,"0003",100.00
ATKINSON,0002,"0002",100.00
ATKINSON,0001,"0001",100.00
ATKINSON,0004,"0004",100.00
CHEROKEE,033,"033",100.00
CHEROKEE,026,"026",100.00
CHEROKEE,009,"009",100.00
CHEROKEE,042,"042",100.00
CHEROKEE,029,"029",100.00
CHEROKEE,039,"039",100.00
CHEROKEE,003,"003",100.00
CHEROKEE,016,"016",100.00
CHEROKEE,041,"041",100.00
CHEROKEE,005,"005",100.00
CHEROKEE,022,"022",100.00
CHEROKEE,021,"021",100.00
CHEROKEE,002,"002",100.00
CHEROKEE,036,"036",100.00
CHEROKEE,001,"001",100.00
CHEROKEE,011,"011",100.00
CHEROKEE,024,"024",100.00
CHEROKEE,004,"004",100.00
CHEROKEE,006,"006",100.00
CHEROKEE,010,"010",100.00
CHEROKEE,030,"030",100.00
CHEROKEE,023,"023",100.00
CHEROKEE,038,"038",100.00
CHEROKEE,008,"008",100.00
CHEROKEE,031,"031",100.00
CHEROKEE,040,"040",100.00
CHEROKEE,007,"007",100.00
CHEROKEE,015,"015",100.00
CHEROKEE,027,"027",100.00
CHEROKEE,032,"032",100.00
CHEROKEE,018,"018",100.00
CHEROKEE,020,"020",100.00
CHEROKEE,044,"044",100.00
CHEROKEE,014,"014",100.00
CHEROKEE,037,"037",100.00
CHEROKEE,043,"043",100.00
CHEROKEE,028,"028",100.00
CHEROKEE,012,"012",100.00
CHEROKEE,034,"034",100.00
CHEROKEE,035,"035",100.00
CHEROKEE,013,"013",100.00
CHEROKEE,019,"019",100.00
DADE,960,"960",100.00
DADE,1889,"1889",100.00
DADE,1214,"1214",100.00
DADE,1885,"1885",100.00
DADE,1222,"1222",100.00
DADE,974,"974",100.00
DADE,1038,"1038",100.00
DOUGHERTY,09,"09",100.00
DOUGHERTY,19,"19",100.00
DOUGHERTY,14,"14",100.00
DOUGHERTY,28,"28",100.00
DOUGHERTY,26,"26",100.00
DOUGHERTY,02,"02",100.00
DOUGHERTY,04,"04",100.00
DOUGHERTY,20,"20",100.00
DOUGHERTY,03,"03",100.00
DOUGHERTY,12,"12",100.00
DOUGHERTY,11,"11",100.00
DOUGHERTY,05,"05",100.00
DOUGHERTY,15,"15",100.00
DOUGHERTY,24,"24",100.00
DOUGHERTY,06,"06",100.00
DOUGHERTY,13,"13",100.00
DOUGHERTY,10,"10",100.00
DOUGHERTY,25,"25",100.00
DOUGHERTY,16,"16",100.00
DOUGHERTY,21,"21",100.00
DOUGHERTY,18,"18",100.00
DOUGHERTY,08,"08",100.00
DOUGHERTY,22,"22",100.00
DOUGHERTY,07,"07",100.00
DOUGHERTY,23,"23",100.00
DOUGHERTY,17,"17",100.00
EMANUEL,0058,"0058",100.00
EMANUEL,1333,"1333",100.00
EMANUEL,0053,"0053",100.00
EMANUEL,0057,"0057",100.00
EMANUEL,1502,"1502",100.00
EMANUEL,0052,"0052",100.00
EMANUEL,1748,"1748",100.00
EMANUEL,1560,"1560",100.00
EMANUEL,0050,"0050",100.00
EMANUEL,1208,"1208",100.00
EMANUEL,1429,"1429",100.00
PEACH,C1,"C1",100.00
PEACH,B1,"B1",100.00
PEACH,F3,"F3",100.00
PEACH,F2,"F2",100.00
PEACH,B2,"B2",100.00
PEACH,F1,"F1",100.00
PEACH,P1,"P1",100.00
ROCKDALE,BT,"BT",100.00
ROCKDALE,LO,"LO",100.00
ROCKDALE,HI,"HI",100.00
ROCKDALE,OT,"OT",100.00
ROCKDALE,ST,"ST",100.00
ROCKDALE,CO,"CO",100.00
ROCKDALE,HC,"HC",100.00
ROCKDALE,BA,"BA",100.00
ROCKDALE,SP,"SP",100.00
ROCKDALE,SM,"SM",100.00
ROCKDALE,MI,"MI",100.00
ROCKDALE,RO,"RO",100.00
ROCKDALE,MA,"MA",100.00
ROCKDALE,FI,"FI",100.00
ROCKDALE,FS,"FS",100.00
ROCKDALE,LA,"LA",100.00
TOWNS,990,"990",100.00
TOWNS,1468,"1468",100.00
WILCOX,1A,"1A",100.00
WILCOX,2A,"2A",100.00
WILCOX,2B,"2B",100.00
WILCOX,3A,"3A",100.00
WILCOX,4A,"4A",100.00
WILCOX,5A,"5A",100.00
WILKES,3B,"3B",100.00
WILKES,4B,"4B",100.00
WILKES,3A,"3A",100.00
WILKES,2B,"2B",100.00
WILKES,1,"1",100.00
WILKES,2A,"2A",100.00
WILKES,4A,"4A",100.00
BRANTLEY,1,"1",100.00
BRANTLEY,2,"2",100.00
BRANTLEY,3,"3",100.00
HARRIS,SK,"SK",100.00
HARRIS,WH,"WH",100.00
HARRIS,CA,"CA",100.00
HARRIS,PV,"PV",100.00
HARRIS,GM,"GM",100.00
HARRIS,WA,"WA",100.00
HARRIS,VP,"VP",100.00
HARRIS,L9,"L9",100.00
HARRIS,HA,"HA",100.00
HARRIS,EL,"EL",100.00
HARRIS,U9,"U9",100.00
HARRIS,MG,"MG",100.00
LANIER,1,"1",100.00
MERIWETHER,01,"01",100.00
MERIWETHER,13,"13",100.00
MERIWETHER,08,"08",100.00
MERIWETHER,12,"12",100.00
MERIWETHER,14,"14",100.00
MERIWETHER,04,"04",100.00
MERIWETHER,05,"05",100.00
MERIWETHER,06,"06",100.00
MERIWETHER,03,"03",100.00
MERIWETHER,02,"02",100.00
MERIWETHER,10,"10",100.00
MERIWETHER,09,"09",100.00
MERIWETHER,07,"07",100.00
MERIWETHER,11,"11",100.00
THOMAS,111,"111",100.00
THOMAS,102,"102",100.00
THOMAS,118,"118",100.00
THOMAS,120,"120",100.00
THOMAS,104,"104",100.00
THOMAS,114,"114",100.00
THOMAS,103,"103",100.00
THOMAS,119,"119",100.00
THOMAS,105,"105",100.00
THOMAS,110,"110",100.00
THOMAS,108,"108",100.00
THOMAS,101,"101",100.00
THOMAS,107,"107",100.00
THOMAS,117,"117",100.00
THOMAS,113,"113",100.00
THOMAS,112,"112",100.00
THOMAS,115,"115",100.00
THOMAS,106,"106",100.00
THOMAS,116,"116",100.00
THOMAS,109,"109",100.00
EFFINGHAM,4A,"4A",100.00
EFFINGHAM,5A,"5A",100.00
EFFINGHAM,2B,"2B",100.00
EFFINGHAM,2C,"2C",100.00
EFFINGHAM,2A,"2A",100.00
EFFINGHAM,5B,"5B",100.00
EFFINGHAM,3C,"3C",100.00
EFFINGHAM,4B,"4B",100.00
EFFINGHAM,1B,"1B",100.00
EFFINGHAM,3A,"3A",100.00
EFFINGHAM,3B,"3B",100.00
EFFINGHAM,5C,"5C",100.00
EFFINGHAM,4C,"4C",100.00
EFFINGHAM,1D,"1D",100.00
EFFINGHAM,1C,"1C",100.00
EFFINGHAM,1A,"1A",100.00
EFFINGHAM,3D,"3D",100.00
DODGE,CLARK,"CLARK",100.00
DODGE,MILAN,"MILAN",100.00
DODGE,CHAUN,"CHAUN",100.00
DODGE,LEE,"LEE",100.00
DODGE,MULLI,"MULLI",100.00
DODGE,MITCH,"MITCH",100.00
DODGE,PLAIN,"PLAIN",100.00
DODGE,VILUL,"VILUL",100.00
DODGE,MCCRA,"MCCRA",100.00
DODGE,PONDT,"PONDT",100.00
DODGE,EMPIR,"EMPIR",100.00
DODGE,RAWLI,"RAWLI",100.00
DODGE,JONES,"JONES",100.00
DODGE,JAYBI,"JAYBI",100.00
DODGE,EDDIN,"EDDIN",100.00
DODGE,YONKE,"YONKE",100.00
WAYNE,4A,"4A",100.00
WAYNE,3A,"3A",100.00
WAYNE,4B,"4B",100.00
WAYNE,5A,"5A",100.00
WAYNE,1B,"1B",100.00
WAYNE,2D,"2D",100.00
WAYNE,2C,"2C",100.00
WAYNE,5B,"5B",100.00
WAYNE,2A,"2A",100.00
WAYNE,1A,"1A",100.00
WAYNE,1C,"1C",100.00
WAYNE,3B,"3B",100.00
GORDON,856,"856",100.00
GORDON,849-A,"849-A",100.00
GORDON,1055,"1055",100.00
GORDON,874,"874",100.00
GORDON,849-B,"849-B",100.00
GORDON,1064,"1064",100.00
GORDON,1054,"1054",100.00
GORDON,1056,"1056",100.00
GORDON,973,"973",100.00
GORDON,1235,"1235",100.00
GORDON,1063,"1063",100.00
GORDON,980,"980",100.00
LIBERTY,10,"10",100.00
LIBERTY,9,"9",100.00
LIBERTY,4,"4",100.00
LIBERTY,13,"13",100.00
LIBERTY,7,"7",100.00
LIBERTY,6,"6",100.00
LIBERTY,12,"12",100.00
LIBERTY,14,"14",100.00
LIBERTY,11,"11",100.00
LIBERTY,2,"2",100.00
LIBERTY,1,"1",100.00
LIBERTY,3,"3",100.00
PIERCE,3B,"3B",100.00
PIERCE,0001,"0001",100.00
PIERCE,3A,"3A",100.00
PIERCE,0002,"0002",100.00
PIERCE,4C,"4C",100.00
PIERCE,4B,"4B",100.00
PIERCE,4A,"4A",100.00
PIERCE,4D,"4D",100.00
SPALDING,12,"12",100.00
SPALDING,21,"21",100.00
SPALDING,06,"06",100.00
SPALDING,11,"11",100.00
SPALDING,02,"02",100.00
SPALDING,09,"09",100.00
SPALDING,14,"14",100.00
SPALDING,16,"16",100.00
SPALDING,03,"03",100.00
SPALDING,19,"19",100.00
SPALDING,13,"13",100.00
SPALDING,01,"01",100.00
SPALDING,17,"17",100.00
SPALDING,05,"05",100.00
SPALDING,08,"08",100.00
SPALDING,07,"07",100.00
SPALDING,20,"20",100.00
SPALDING,10,"10",100.00
TOOMBS,514,"514",100.00
TOOMBS,513,"513",100.00
TOOMBS,39,"39",100.00
TOOMBS,43,"43",100.00
TOOMBS,15361,"15361",100.00
BARROW,13,"13",100.00
BARROW,08,"08",100.00
BARROW,01,"01",100.00
BARROW,03,"03",100.00
BARROW,05,"05",100.00
BARROW,04,"04",100.00
BARROW,02,"02",100.00
BARROW,16,"16",100.00
FRANKLIN,6,"6",100.00
FRANKLIN,2,"2",100.00
FRANKLIN,1,"1",100.00
FRANKLIN,7,"7",100.00
FRANKLIN,5,"5",100.00
FRANKLIN,4,"4",100.00
FRANKLIN,3,"3",100.00
HART,2,"2",100.00
HART,3,"3",100.00
HART,6,"6",100.00
HART,7,"7",100.00
HART,8,"8",100.00
HART,4,"4",100.00
HART,5,"5",100.00
MORGAN,01,"01",100.00
MORGAN,02,"02",100.00
MORGAN,04,"04",100.00
MORGAN,05,"05",100.00
MORGAN,03,"03",100.00
OGLETHORPE,LX,"LX",100.00
OGLETHORPE,BV,"BV",100.00
OGLETHORPE,CR,"CR",100.00
TIFT,03,"03",100.00
TIFT,07,"07",100.00
TIFT,04,"04",100.00
TIFT,05,"05",100.00
TIFT,02,"02",100.00
TIFT,10,"10",100.00
TIFT,09,"09",100.00
TIFT,08,"08",100.00
TIFT,01,"01",100.00
TIFT,11,"11",100.00
TIFT,06,"06",100.00
TIFT,12,"12",100.00
SUMTER,28,"28",100.00
SUMTER,C2-27,"C2-27",100.00
SUMTER,C3-27,"C3-27",100.00
SUMTER,N-26,"N-26",100.00
SUMTER,17,"17",100.00
SUMTER,O-26,"O-26",100.00
SUMTER,E-27,"E-27",100.00
SUMTER,W-27,"W-27",100.00
SUMTER,15,"15",100.00
SUMTER,C1-27,"C1-27",100.00
SUMTER,29,"29",100.00
HENRY,59,"59",100.00
HENRY,34,"34",100.00
HENRY,42,"42",100.00
HENRY,54,"54",100.00
HENRY,35,"35",100.00
HENRY,62,"62",100.00
HENRY,29,"29",100.00
HENRY,38,"38",100.00
HENRY,43,"43",100.00
HENRY,61,"61",100.00
HENRY,51,"51",100.00
HENRY,55,"55",100.00
HENRY,52,"52",100.00
HENRY,25,"25",100.00
HENRY,26,"26",100.00
HENRY,28,"28",100.00
HENRY,31,"31",100.00
HENRY,30,"30",100.00
HENRY,50,"50",100.00
HENRY,53,"53",100.00
HENRY,27,"27",100.00
HENRY,33,"33",100.00
HENRY,37,"37",100.00
HENRY,60,"60",100.00
HENRY,39,"39",100.00
HENRY,47,"47",100.00
HENRY,48,"48",100.00
HENRY,32,"32",100.00
HENRY,36,"36",100.00
HENRY,58,"58",100.00
HENRY,41,"41",100.00
HENRY,46,"46",100.00
HENRY,57,"57",100.00
HENRY,49,"49",100.00
HENRY,45,"45",100.00
HENRY,56,"56",100.00
HENRY,44,"44",100.00
MARION,948,"948",100.00
MARION,955,"955",100.00
MARION,807,"807",100.00
MARION,808,"808",100.00
MARION,339,"339",100.00
WHEELER,1,"1",100.00
WHEELER,2,"2",100.00
FORSYTH,19,"19",100.00
FORSYTH,10,"10",100.00
FORSYTH,25,"25",100.00
FORSYTH,15,"15",100.00
FORSYTH,27,"27",100.00
FORSYTH,06,"06",100.00
FORSYTH,34,"34",100.00
FORSYTH,04,"04",100.00
FORSYTH,36,"36",100.00
FORSYTH,07,"07",100.00
FORSYTH,35,"35",100.00
FORSYTH,05,"05",100.00
FORSYTH,02,"02",100.00
FORSYTH,21,"21",100.00
FORSYTH,08,"08",100.00
FORSYTH,01,"01",100.00
FORSYTH,16,"16",100.00
GREENE,008,"008",100.00
GREENE,001,"001",100.00
GREENE,006,"006",100.00
GREENE,005,"005",100.00
GREENE,004,"004",100.00
JEFF DAVIS,302,"302",100.00
JEFF DAVIS,402,"402",100.00
JEFF DAVIS,201,"201",100.00
JEFF DAVIS,301,"301",100.00
JEFF DAVIS,202,"202",100.00
JEFF DAVIS,100,"100",100.00
JEFF DAVIS,401,"401",100.00
JEFF DAVIS,502,"502",100.00
JEFF DAVIS,501,"501",100.00
JENKINS,4,"4",100.00
JENKINS,2,"2",100.00
JENKINS,5,"5",100.00
JENKINS,1,"1",100.00
JENKINS,3,"3",100.00
HANCOCK,1A,"1A",100.00
HANCOCK,4B,"4B",100.00
HANCOCK,3B,"3B",100.00
HANCOCK,2A,"2A",100.00
HANCOCK,3C,"3C",100.00
HANCOCK,1B,"1B",100.00
HANCOCK,4C,"4C",100.00
HANCOCK,3A,"3A",100.00
HANCOCK,2B,"2B",100.00
HANCOCK,4A,"4A",100.00
MACON,3,"3",100.00
MACON,5,"5",100.00
MACON,1,"1",100.00
MACON,4,"4",100.00
MACON,2,"2",100.00
MCINTOSH,1312,"1312",100.00
MCINTOSH,271,"271",100.00
MCINTOSH,1771,"1771",100.00
MCINTOSH,22,"22",100.00
MCINTOSH,1515,"1515",100.00
APPLING,1B,"1B",100.00
APPLING,5B,"5B",100.00
APPLING,1C,"1C",100.00
APPLING,2,"2",100.00
APPLING,4B,"4B",100.00
APPLING,3A1,"3A1",100.00
APPLING,3C,"3C",100.00
APPLING,4D,"4D",100.00
APPLING,5A,"5A",100.00
CLAY,2,"2",100.00
CLAY,4,"4",100.00
CLAY,3,"3",100.00
CLAY,1,"1",100.00
CLAY,5,"5",100.00
DECATUR,1361,"1361",100.00
DECATUR,694,"694",100.00
DECATUR,1277,"1277",100.00
DECATUR,1342,"1342",100.00
DECATUR,1325,"1325",100.00
DECATUR,1613,"1613",100.00
DECATUR,1805,"1805",100.00
DECATUR,514,"514",100.00
DECATUR,513,"513",100.00
DOUGLAS,736N,"736N",100.00
DOUGLAS,731,"731",100.00
DOUGLAS,1270,"1270",100.00
DOUGLAS,735,"735",100.00
DOUGLAS,733,"733",100.00
DOUGLAS,732,"732",100.00
DOUGLAS,1275,"1275",100.00
DOUGLAS,1271,"1271",100.00
DOUGLAS,785,"785",100.00
DOUGLAS,738,"738",100.00
DOUGLAS,1272,"1272",100.00
DOUGLAS,734,"734",100.00
DOUGLAS,1260,"1260",100.00
DOUGLAS,736S,"736S",100.00
DOUGLAS,1258,"1258",100.00
DOUGLAS,740,"740",100.00
DOUGLAS,1274,"1274",100.00
DOUGLAS,739,"739",100.00
DOUGLAS,730,"730",100.00
DOUGLAS,784,"784",100.00
DOUGLAS,729,"729",100.00
DOUGLAS,1273,"1273",100.00
DOUGLAS,737,"737",100.00
DOUGLAS,1259,"1259",100.00
DOUGLAS,1276,"1276",100.00
GRADY,W,"W",100.00
GRADY,L,"L",100.00
GRADY,M,"M",100.00
GRADY,H,"H",100.00
GRADY,R,"R",100.00
GRADY,WL,"WL",100.00
GRADY,SH,"SH",100.00
GRADY,C05,"C05",100.00
GRADY,D,"D",100.00
GRADY,S,"S",100.00
GRADY,C04,"C04",100.00
GRADY,B,"B",100.00
GRADY,P,"P",100.00
BURKE,0013,"0013",100.00
BURKE,0008,"0008",100.00
BURKE,0004,"0004",100.00
BURKE,0010,"0010",100.00
BURKE,0007,"0007",100.00
BURKE,0006,"0006",100.00
BURKE,0002,"0002",100.00
BURKE,0015,"0015",100.00
BURKE,0016,"0016",100.00
BURKE,0009,"0009",100.00
BURKE,0014,"0014",100.00
BURKE,0011,"0011",100.00
BURKE,0001,"0001",100.00
BURKE,0003,"0003",100.00
BURKE,0005,"0005",100.00
BURKE,0012,"0012",100.00
JOHNSON,1266,"1266",100.00
JOHNSON,55,"55",100.00
JOHNSON,1201,"1201",100.00
JOHNSON,1301,"1301",100.00
LAURENS,07,"07",100.00
LAURENS,19,"19",100.00
LAURENS,12,"12",100.00
LAURENS,11,"11",100.00
LAURENS,16,"16",100.00
LAURENS,13,"13",100.00
LAURENS,21,"21",100.00
LAURENS,03,"03",100.00
LAURENS,22,"22",100.00
LAURENS,05,"05",100.00
LAURENS,10,"10",100.00
LAURENS,18,"18",100.00
LAURENS,08,"08",100.00
LAURENS,15,"15",100.00
LAURENS,04,"04",100.00
TATTNALL,1,"1",100.00
TATTNALL,8,"8",100.00
TATTNALL,7,"7",100.00
TATTNALL,4,"4",100.00
TATTNALL,9,"9",100.00
TATTNALL,3,"3",100.00
TATTNALL,10,"10",100.00
TATTNALL,5,"5",100.00
CATOOSA,LAKE,"LAKE",100.00
CATOOSA,RING,"RING",100.00
CATOOSA,GRAY,"GRAY",100.00
CATOOSA,FT O,"FT O",100.00
CATOOSA,CHAM,"CHAM",100.00
CATOOSA,CAKT,"CAKT",100.00
CATOOSA,WOOD,"WOOD",100.00
CATOOSA,BLCK,"BLCK",100.00
CATOOSA,POPS,"POPS",100.00
CATOOSA,BOYN,"BOYN",100.00
CATOOSA,WEST,"WEST",100.00
ELBERT,189,"189",100.00
ELBERT,190,"190",100.00
ELBERT,199,"199",100.00
ELBERT,192,"192",100.00
ELBERT,315,"315",100.00
ELBERT,197,"197",100.00
ELBERT,202,"202",100.00
ELBERT,193,"193",100.00
ELBERT,196,"196",100.00
ELBERT,191,"191",100.00
ELBERT,201,"201",100.00
GLASCOCK,MITC,"MITC",100.00
GLASCOCK,GIBS,"GIBS",100.00
GLASCOCK,EDGH,"EDGH",100.00
GLASCOCK,MILL,"MILL",100.00
HEARD,SOU,"SOU",100.00
HEARD,COO,"COO",100.00
HEARD,CEN,"CEN",100.00
HEARD,ENO,"ENO",100.00
HEARD,FRA,"FRA",100.00
HEARD,EPH,"EPH",100.00
JONES,11,"11",100.00
JONES,10,"10",100.00
JONES,8,"8",100.00
JONES,2,"2",100.00
JONES,9,"9",100.00
JONES,4,"4",100.00
JONES,5,"5",100.00
JONES,3,"3",100.00
JONES,1,"1",100.00
JONES,6,"6",100.00
MUSCOGEE,106,"106",100.00
MUSCOGEE,116,"116",100.00
MUSCOGEE,105,"105",100.00
MUSCOGEE,127,"127",100.00
MUSCOGEE,118,"118",100.00
MUSCOGEE,107,"107",100.00
MUSCOGEE,121,"121",100.00
MUSCOGEE,110,"110",100.00
MUSCOGEE,109,"109",100.00
MUSCOGEE,117,"117",100.00
MUSCOGEE,112,"112",100.00
MUSCOGEE,124,"124",100.00
MUSCOGEE,120,"120",100.00
MUSCOGEE,113,"113",100.00
MUSCOGEE,102,"102",100.00
MUSCOGEE,119,"119",100.00
MUSCOGEE,108,"108",100.00
MUSCOGEE,103,"103",100.00
MUSCOGEE,126,"126",100.00
MUSCOGEE,115,"115",100.00
MUSCOGEE,122,"122",100.00
MUSCOGEE,101,"101",100.00
MUSCOGEE,125,"125",100.00
MUSCOGEE,114,"114",100.00
MUSCOGEE,104,"104",100.00
GLYNN,5943,"5943",100.00
GLYNN,3713,"3713",100.00
GLYNN,5933,"5933",100.00
GLYNN,5913,"5913",100.00
GLYNN,3723,"3723",100.00
GLYNN,4913,"4913",100.00
GLYNN,1933,"1933",100.00
GLYNN,1943,"1943",100.00
GLYNN,2953,"2953",100.00
GLYNN,4923,"4923",100.00
GLYNN,3743,"3743",100.00
GLYNN,4933,"4933",100.00
GLYNN,5923,"5923",100.00
GLYNN,2933,"2933",100.00
GLYNN,2713,"2713",100.00
GLYNN,1713,"1713",100.00
GLYNN,2943,"2943",100.00
GLYNN,1923,"1923",100.00
GLYNN,3733,"3733",100.00
WILKINSON,05,"05",100.00
WILKINSON,07,"07",100.00
WILKINSON,08,"08",100.00
WILKINSON,11,"11",100.00
WILKINSON,06,"06",100.00
WILKINSON,02,"02",100.00
WILKINSON,03,"03",100.00
WILKINSON,04,"04",100.00
WILKINSON,10,"10",100.00
JEFFERSON,0082,"0082",100.00
JEFFERSON,1460,"1460",100.00
JEFFERSON,1593,"1593",100.00
JEFFERSON,0077,"0077",100.00
JEFFERSON,0085,"0085",100.00
JEFFERSON,0076,"0076",100.00
JEFFERSON,0081,"0081",100.00
JEFFERSON,0083,"0083",100.00
LONG,1,"1",100.00
LONG,7,"7",100.00
LONG,2,"2",100.00
LONG,6,"6",100.00
LONG,3,"3",100.00
LONG,4,"4",100.00
LONG,5,"5",100.00
TALBOT,04,"04",100.00
TALBOT,05,"05",100.00
TALBOT,02,"02",100.00
TALBOT,03,"03",100.00
TALBOT,08,"08",100.00
TALBOT,01,"01",100.00
TALBOT,06,"06",100.00
BARTOW,02,"02",100.00
BARTOW,11,"11",100.00
BARTOW,17,"17",100.00
BARTOW,07,"07",100.00
BARTOW,09,"09",100.00
BARTOW,05,"05",100.00
BARTOW,12,"12",100.00
BARTOW,03,"03",100.00
BARTOW,04,"04",100.00
BARTOW,01,"01",100.00
BARTOW,18,"18",100.00
BARTOW,15,"15",100.00
BARTOW,10,"10",100.00
BARTOW,06,"06",100.00
BARTOW,14,"14",100.00
BARTOW,08,"08",100.00
BARTOW,16,"16",100.00
BROOKS,1230,"1230",100.00
BROOKS,1402,"1402",100.00
BROOKS,1650,"1650",100.00
BROOKS,660,"660",100.00
BROOKS,1199,"1199",100.00
BROOKS,1712,"1712",100.00
BROOKS,659,"659",100.00
COOK,L,"L",100.00
COOK,S,"S",100.00
COOK,NL,"NL",100.00
COOK,DB,"DB",100.00
COOK,C,"C",100.00
COOK,RB,"RB",100.00
COOK,M,"M",100.00
COOK,EP,"EP",100.00
HABERSHAM,02,"02",100.00
HABERSHAM,06,"06",100.00
HABERSHAM,01,"01",100.00
HABERSHAM,04,"04",100.00
HABERSHAM,03,"03",100.00
HABERSHAM,07,"07",100.00
MONTGOMERY,01,"01",100.00
MONTGOMERY,03,"03",100.00
MONTGOMERY,04,"04",100.00
MONTGOMERY,07,"07",100.00
MONTGOMERY,02,"02",100.00
MONTGOMERY,06,"06",100.00
MONTGOMERY,05,"05",100.00
CLINCH,D,"D",100.00
CLINCH,AG,"AG",100.00
CLINCH,AB,"AB",100.00
CLINCH,H,"H",100.00
CLINCH,F,"F",100.00
LAMAR,1712C,"1712C",100.00
LAMAR,1712A,"1712A",100.00
LAMAR,1713,"1713",100.00
LAMAR,1711,"1711",100.00
LAMAR,1712B,"1712B",100.00
LAMAR,1714,"1714",100.00
TALIAFERRO,172,"172",100.00
TALIAFERRO,601,"601",100.00
POLK,07,"07",100.00
POLK,05,"05",100.00
POLK,01,"01",100.00
POLK,02,"02",100.00
POLK,04,"04",100.00
POLK,06,"06",100.00
POLK,03,"03",100.00
TERRELL,04,"04",100.00
TERRELL,05,"05",100.00
TERRELL,06,"06",100.00
TERRELL,02,"02",100.00
TERRELL,03,"03",100.00
TERRELL,01,"01",100.00
NEWTON,18,"18RP",90.00
NEWTON,12,"12GC",90.00
NEWTON,19,"19BC",90.00
NEWTON,25,"25HB",90.00
