county,precinct,absenteePrecinct,score
CHATHAM,1-05C,"1-05C",100.00
CHATHAM,8-09C,"8-09C",100.00
CHATHAM,4-08C,"4-08C",100.00
CHATHAM,6-01C,"6-01C",100.00
CHATHAM,2-02C,"2-02C",100.00
CHATHAM,3-03C,"3-03C",100.00
CHATHAM,5-05C,"5-05C",100.00
CHATHAM,4-10C,"4-10C",100.00
CHATHAM,6-03C,"6-03C",100.00
CHATHAM,8-01C,"8-01C",100.00
CHATHAM,8-05C,"8-05C",100.00
CHATHAM,8-16C,"8-16C",100.00
CHATHAM,4-14C,"4-14C",100.00
CHATHAM,5-11C,"5-11C",100.00
CHATHAM,7-01C,"7-01C",100.00
CHATHAM,4-07C,"4-07C",100.00
CHATHAM,5-10C,"5-10C",100.00
CHATHAM,3-04C,"3-04C",100.00
CHATHAM,5-06C,"5-06C",100.00
CHATHAM,1-16C,"1-16C",100.00
CHATHAM,2-11C,"2-11C",100.00
CHATHAM,6-08C,"6-08C",100.00
CHATHAM,6-05C,"6-05C",100.00
CHATHAM,6-06C,"6-06C",100.00
CHATHAM,1-14C,"1-14C",100.00
CLAYTON,FP2,"FP2",100.00
CLAYTON,JB14,"JB14",100.00
CLAYTON,RD06,"RD06",100.00
CLAYTON,JB04,"JB04",100.00
CLAYTON,LJ7,"LJ7",100.00
CLAYTON,RD05,"RD05",100.00
CLAYTON,JB10,"JB10",100.00
CLAYTON,FP5,"FP5",100.00
CLAYTON,PH2,"PH2",100.00
CLAYTON,RD01,"RD01",100.00
CLAYTON,LJ3,"LJ3",100.00
CLAYTON,MO2,"MO2",100.00
CLAYTON,JB18,"JB18",100.00
CLAYTON,PH1,"PH1",100.00
CLAYTON,LJ1,"LJ1",100.00
CLAYTON,MO6,"MO6",100.00
CLAYTON,JB16,"JB16",100.00
CLAYTON,JB19,"JB19",100.00
CLAYTON,MO3,"MO3",100.00
CLAYTON,RD04,"RD04",100.00
CLAYTON,RD12,"RD12",100.00
CLAYTON,JB09,"JB09",100.00
CLAYTON,JB11,"JB11",100.00
CLAYTON,MO7,"MO7",100.00
CLAYTON,MO5,"MO5",100.00
CLAYTON,JB05,"JB05",100.00
CLAYTON,RD02,"RD02",100.00
CLAYTON,LJ2,"LJ2",100.00
CLAYTON,FP4,"FP4",100.00
CLAYTON,MO1,"MO1",100.00
CLAYTON,FP1,"FP1",100.00
CLAYTON,LJ4,"LJ4",100.00
CLAYTON,JB12,"JB12",100.00
CLAYTON,JB15,"JB15",100.00
CLAYTON,OAK4,"OAK4",100.00
CLAYTON,OAK5,"OAK5",100.00
CLAYTON,JB06,"JB06",100.00
CLAYTON,LC1,"LC1",100.00
CLAYTON,RD09,"RD09",100.00
CLAYTON,MO8,"MO8",100.00
CLAYTON,FP6,"FP6",100.00
CLAYTON,EW1,"EW1",100.00
CLAYTON,EW2,"EW2",100.00
CLAYTON,RD07,"RD07",100.00
CLAYTON,MO4,"MO4",100.00
CLAYTON,MO11,"MO11",100.00
CLAYTON,JB17,"JB17",100.00
CLAYTON,OAK2,"OAK2",100.00
CLAYTON,OAK3,"OAK3",100.00
CLAYTON,JB03,"JB03",100.00
CLAYTON,LJ6,"LJ6",100.00
CLAYTON,JB02,"JB02",100.00
CLAYTON,MO10,"MO10",100.00
CLAYTON,RD03,"RD03",100.00
CLAYTON,LJ5,"LJ5",100.00
CLAYTON,FP3,"FP3",100.00
CLAYTON,JB08,"JB08",100.00
CLAYTON,RD11,"RD11",100.00
CLAYTON,JB13,"JB13",100.00
CLAYTON,MO9,"MO9",100.00
CLAYTON,RD08,"RD08",100.00
CLAYTON,OAK1,"OAK1",100.00
CLAYTON,JB07,"JB07",100.00
CLAYTON,JB01,"JB01",100.00
CLAYTON,RD10,"RD10",100.00
PAULDING,0010B,"0010B",100.00
PAULDING,0003C,"0003C",100.00
PAULDING,0004C,"0004C",100.00
PAULDING,0013B,"0013B",100.00
PAULDING,0005C,"0005C",100.00
PAULDING,0015C,"0015C",100.00
PAULDING,0007B,"0007B",100.00
PAULDING,0008C,"0008C",100.00
PAULDING,0016C,"0016C",100.00
PAULDING,0014B,"0014B",100.00
PAULDING,0019C,"0019C",100.00
PAULDING,0017C,"0017C",100.00
PAULDING,0012C,"0012C",100.00
PAULDING,0001B,"0001B",100.00
PAULDING,0006B,"0006B",100.00
PAULDING,0011C,"0011C",100.00
PAULDING,0002C,"0002C",100.00
PAULDING,0009B,"0009B",100.00
RICHMOND,201,"201",100.00
RICHMOND,701,"701",100.00
RICHMOND,507,"507",100.00
RICHMOND,604,"604",100.00
RICHMOND,605,"605",100.00
RICHMOND,103,"103",100.00
RICHMOND,208,"208",100.00
RICHMOND,601,"601",100.00
RICHMOND,308,"308",100.00
RICHMOND,709,"709",100.00
RICHMOND,304,"304",100.00
RICHMOND,803,"803",100.00
RICHMOND,207,"207",100.00
RICHMOND,703,"703",100.00
RICHMOND,104,"104",100.00
RICHMOND,801B,"801B",100.00
RICHMOND,307,"307",100.00
RICHMOND,401,"401",100.00
RICHMOND,807,"807",100.00
RICHMOND,707,"707",100.00
RICHMOND,202,"202",100.00
RICHMOND,210,"210",100.00
RICHMOND,310,"310",100.00
RICHMOND,406,"406",100.00
RICHMOND,301,"301",100.00
RICHMOND,708,"708",100.00
RICHMOND,109,"109",100.00
RICHMOND,106,"106",100.00
RICHMOND,111,"111",100.00
RICHMOND,107,"107",100.00
RICHMOND,501,"501",100.00
RICHMOND,101,"101",100.00
RICHMOND,306,"306",100.00
RICHMOND,105,"105",100.00
RICHMOND,706,"706",100.00
RICHMOND,802,"802",100.00
RICHMOND,502,"502",100.00
RICHMOND,115,"115",100.00
RICHMOND,303,"303",100.00
RICHMOND,810,"810",100.00
RICHMOND,503,"503",100.00
RICHMOND,102,"102",100.00
RICHMOND,806,"806",100.00
RICHMOND,506,"506",100.00
RICHMOND,608,"608",100.00
RICHMOND,607,"607",100.00
RICHMOND,804,"804",100.00
RICHMOND,504,"504",100.00
RICHMOND,702,"702",100.00
RICHMOND,402,"402",100.00
RICHMOND,804H,"804H",100.00
RICHMOND,405,"405",100.00
RICHMOND,112,"112",100.00
RICHMOND,203,"203",100.00
RICHMOND,805,"805",100.00
RICHMOND,801,"801",100.00
RICHMOND,108,"108",100.00
RICHMOND,204,"204",100.00
RICHMOND,808,"808",100.00
RICHMOND,705,"705",100.00
RICHMOND,302,"302",100.00
BALDWIN,CTY3,"CTY3",100.00
BALDWIN,CTY1,"CTY1",100.00
BALDWIN,CTY5,"CTY5",100.00
BALDWIN,322,"322",100.00
BALDWIN,321W,"321W",100.00
BALDWIN,CTY2,"CTY2",100.00
BALDWIN,CTY4,"CTY4",100.00
BALDWIN,321E,"321E",100.00
BALDWIN,MONT,"MONT",100.00
BALDWIN,318,"318",100.00
BALDWIN,CTY6,"CTY6",100.00
BALDWIN,319,"319",100.00
BALDWIN,MERI,"MERI",100.00
BALDWIN,1714,"1714",100.00
CLARKE,1B,"1B",100.00
CLARKE,8B,"8B",100.00
CLARKE,6C,"6C",100.00
CLARKE,6B,"6B",100.00
CLARKE,6D,"6D",100.00
CLARKE,1A,"1A",100.00
CLARKE,4B,"4B",100.00
CLARKE,4A,"4A",100.00
CLARKE,1D,"1D",100.00
CLARKE,8C,"8C",100.00
CLARKE,2A,"2A",100.00
CLARKE,3B,"3B",100.00
CLARKE,5C,"5C",100.00
CLARKE,7C,"7C",100.00
CLARKE,7B,"7B",100.00
CLARKE,5B,"5B",100.00
CLARKE,5A,"5A",100.00
CLARKE,2B,"2B",100.00
CLARKE,7A,"7A",100.00
CLARKE,6A,"6A",100.00
CLARKE,3A,"3A",100.00
CLARKE,1C,"1C",100.00
CLARKE,8A,"8A",100.00
CLARKE,5D,"5D",100.00
COLUMBIA,017,"017",100.00
COLUMBIA,110,"110",100.00
COLUMBIA,051,"051",100.00
COLUMBIA,050,"050",100.00
COLUMBIA,062,"062",100.00
COLUMBIA,040,"040",100.00
COLUMBIA,109,"109",100.00
COLUMBIA,111,"111",100.00
COLUMBIA,018,"018",100.00
COLUMBIA,135,"135",100.00
COLUMBIA,061,"061",100.00
COLUMBIA,064,"064",100.00
COLUMBIA,115,"115",100.00
COLUMBIA,022,"022",100.00
COLUMBIA,034,"034",100.00
COLUMBIA,080,"080",100.00
COLUMBIA,134,"134",100.00
COLUMBIA,076,"076",100.00
COLUMBIA,032,"032",100.00
COLUMBIA,030,"030",100.00
COLUMBIA,075,"075",100.00
COLUMBIA,025,"025",100.00
COLUMBIA,120,"120",100.00
COLUMBIA,065,"065",100.00
COLUMBIA,108,"108",100.00
COLUMBIA,033,"033",100.00
COLUMBIA,031,"031",100.00
COLUMBIA,137,"137",100.00
COLUMBIA,026,"026",100.00
COLUMBIA,015,"015",100.00
COLUMBIA,125,"125",100.00
COLUMBIA,130,"130",100.00
COLUMBIA,063,"063",100.00
COLUMBIA,136,"136",100.00
COLUMBIA,070,"070",100.00
COLUMBIA,107,"107",100.00
COLUMBIA,020,"020",100.00
COLUMBIA,132,"132",100.00
COLUMBIA,085,"085",100.00
COLUMBIA,090,"090",100.00
COLUMBIA,105,"105",100.00
COLUMBIA,010,"010",100.00
COLUMBIA,016,"016",100.00
COLUMBIA,024,"024",100.00
COLUMBIA,131,"131",100.00
COLUMBIA,060,"060",100.00
COLUMBIA,100,"100",100.00
COWETA,23,"23",100.00
COWETA,20,"20",100.00
COWETA,05,"05",100.00
COWETA,17,"17",100.00
COWETA,07,"07",100.00
COWETA,27,"27",100.00
COWETA,18,"18",100.00
COWETA,26,"26",100.00
COWETA,14,"14",100.00
COWETA,19,"19",100.00
COWETA,09,"09",100.00
COWETA,22,"22",100.00
COWETA,21,"21",100.00
COWETA,24,"24",100.00
COWETA,04,"04",100.00
COWETA,03,"03",100.00
COWETA,12,"12",100.00
COWETA,25,"25",100.00
COWETA,10,"10",100.00
COWETA,01,"01",100.00
COWETA,06,"06",100.00
COWETA,13,"13",100.00
COWETA,15,"15",100.00
COWETA,11,"11",100.00
COWETA,02,"02",100.00
FLOYD,125,"125",100.00
FLOYD,105,"105",100.00
FLOYD,130,"130",100.00
FLOYD,085,"085",100.00
FLOYD,140,"140",100.00
FLOYD,060,"060",100.00
FLOYD,030,"030",100.00
FLOYD,110,"110",100.00
FLOYD,115,"115",100.00
FLOYD,055,"055",100.00
FLOYD,080,"080",100.00
FLOYD,050,"050",100.00
FLOYD,010,"010",100.00
FLOYD,075,"075",100.00
FLOYD,035,"035",100.00
FLOYD,020,"020",100.00
FLOYD,090,"090",100.00
FLOYD,015,"015",100.00
FLOYD,045,"045",100.00
FLOYD,135,"135",100.00
FLOYD,001,"001",100.00
FLOYD,025,"025",100.00
FLOYD,065,"065",100.00
FLOYD,040,"040",100.00
FLOYD,076,"076",100.00
GWINNETT,155,"155",100.00
GWINNETT,064,"064",100.00
GWINNETT,082,"082",100.00
GWINNETT,114,"114",100.00
GWINNETT,140,"140",100.00
GWINNETT,032,"032",100.00
GWINNETT,047,"047",100.00
GWINNETT,058,"058",100.00
GWINNETT,031,"031",100.00
GWINNETT,057,"057",100.00
GWINNETT,020,"020",100.00
GWINNETT,073,"073",100.00
GWINNETT,099,"099",100.00
GWINNETT,071,"071",100.00
GWINNETT,004,"004",100.00
GWINNETT,119,"119",100.00
GWINNETT,044,"044",100.00
GWINNETT,011,"011",100.00
GWINNETT,035,"035",100.00
GWINNETT,065,"065",100.00
GWINNETT,097,"097",100.00
GWINNETT,143,"143",100.00
GWINNETT,043,"043",100.00
GWINNETT,050,"050",100.00
GWINNETT,120,"120",100.00
GWINNETT,146,"146",100.00
GWINNETT,135,"135",100.00
GWINNETT,062,"062",100.00
GWINNETT,037,"037",100.00
GWINNETT,118,"118",100.00
GWINNETT,125,"125",100.00
GWINNETT,153,"153",100.00
GWINNETT,112,"112",100.00
GWINNETT,001,"001",100.00
GWINNETT,091,"091",100.00
GWINNETT,139,"139",100.00
GWINNETT,117,"117",100.00
GWINNETT,054,"054",100.00
GWINNETT,133,"133",100.00
GWINNETT,142,"142",100.00
GWINNETT,127,"127",100.00
GWINNETT,076,"076",100.00
GWINNETT,103,"103",100.00
GWINNETT,122,"122",100.00
GWINNETT,113,"113",100.00
GWINNETT,014,"014",100.00
GWINNETT,137,"137",100.00
GWINNETT,045,"045",100.00
GWINNETT,006,"006",100.00
GWINNETT,008,"008",100.00
GWINNETT,080,"080",100.00
GWINNETT,152,"152",100.00
GWINNETT,092,"092",100.00
GWINNETT,090,"090",100.00
GWINNETT,093,"093",100.00
GWINNETT,150,"150",100.00
GWINNETT,136,"136",100.00
GWINNETT,056,"056",100.00
GWINNETT,095,"095",100.00
GWINNETT,108,"108",100.00
GWINNETT,134,"134",100.00
GWINNETT,033,"033",100.00
GWINNETT,025,"025",100.00
GWINNETT,048,"048",100.00
GWINNETT,016,"016",100.00
GWINNETT,086,"086",100.00
GWINNETT,010,"010",100.00
GWINNETT,019,"019",100.00
GWINNETT,070,"070",100.00
GWINNETT,002,"002",100.00
GWINNETT,046,"046",100.00
GWINNETT,026,"026",100.00
GWINNETT,034,"034",100.00
GWINNETT,084,"084",100.00
GWINNETT,101,"101",100.00
GWINNETT,087,"087",100.00
GWINNETT,072,"072",100.00
GWINNETT,156,"156",100.00
GWINNETT,151,"151",100.00
GWINNETT,068,"068",100.00
GWINNETT,130,"130",100.00
GWINNETT,094,"094",100.00
GWINNETT,059,"059",100.00
GWINNETT,111,"111",100.00
GWINNETT,081,"081",100.00
GWINNETT,102,"102",100.00
GWINNETT,131,"131",100.00
GWINNETT,105,"105",100.00
GWINNETT,005,"005",100.00
GWINNETT,074,"074",100.00
GWINNETT,123,"123",100.00
GWINNETT,154,"154",100.00
GWINNETT,128,"128",100.00
GWINNETT,052,"052",100.00
GWINNETT,029,"029",100.00
GWINNETT,041,"041",100.00
GWINNETT,060,"060",100.00
GWINNETT,063,"063",100.00
GWINNETT,061,"061",100.00
GWINNETT,088,"088",100.00
GWINNETT,055,"055",100.00
GWINNETT,104,"104",100.00
GWINNETT,027,"027",100.00
GWINNETT,085,"085",100.00
GWINNETT,126,"126",100.00
GWINNETT,096,"096",100.00
GWINNETT,009,"009",100.00
GWINNETT,051,"051",100.00
GWINNETT,144,"144",100.00
GWINNETT,017,"017",100.00
GWINNETT,100,"100",100.00
GWINNETT,132,"132",100.00
GWINNETT,098,"098",100.00
GWINNETT,124,"124",100.00
GWINNETT,024,"024",100.00
GWINNETT,040,"040",100.00
GWINNETT,141,"141",100.00
GWINNETT,003,"003",100.00
GWINNETT,039,"039",100.00
GWINNETT,028,"028",100.00
GWINNETT,075,"075",100.00
GWINNETT,083,"083",100.00
GWINNETT,147,"147",100.00
GWINNETT,038,"038",100.00
GWINNETT,067,"067",100.00
GWINNETT,110,"110",100.00
GWINNETT,036,"036",100.00
GWINNETT,106,"106",100.00
GWINNETT,021,"021",100.00
GWINNETT,013,"013",100.00
GWINNETT,007,"007",100.00
GWINNETT,069,"069",100.00
GWINNETT,066,"066",100.00
GWINNETT,121,"121",100.00
GWINNETT,148,"148",100.00
GWINNETT,109,"109",100.00
GWINNETT,107,"107",100.00
GWINNETT,116,"116",100.00
GWINNETT,012,"012",100.00
GWINNETT,042,"042",100.00
GWINNETT,149,"149",100.00
GWINNETT,129,"129",100.00
GWINNETT,138,"138",100.00
GWINNETT,145,"145",100.00
GWINNETT,079,"079",100.00
GWINNETT,022,"022",100.00
GWINNETT,015,"015",100.00
GWINNETT,018,"018",100.00
GWINNETT,049,"049",100.00
GWINNETT,078,"078",100.00
GWINNETT,053,"053",100.00
GWINNETT,077,"077",100.00
GWINNETT,115,"115",100.00
GWINNETT,023,"023",100.00
GWINNETT,030,"030",100.00
GWINNETT,089,"089",100.00
HARALSON,05,"05",100.00
HARALSON,11,"11",100.00
HARALSON,12,"12",100.00
HARALSON,06,"06",100.00
HARALSON,10,"10",100.00
HARALSON,08,"08",100.00
HARALSON,09,"09",100.00
HARALSON,02,"02",100.00
HARALSON,04,"04",100.00
HARALSON,07,"07",100.00
HARALSON,13,"13",100.00
HARALSON,03,"03",100.00
UNION,10,"10",100.00
UNION,5,"5",100.00
UNION,3,"3",100.00
UNION,8,"8",100.00
UNION,6,"6",100.00
UNION,7,"7",100.00
UNION,4,"4",100.00
UNION,2,"2",100.00
UNION,9,"9",100.00
UNION,1,"1",100.00
UNION,11,"11",100.00
CAMDEN,10,"10",100.00
CAMDEN,08,"08",100.00
CAMDEN,05,"05",100.00
CAMDEN,06,"06",100.00
CAMDEN,02,"02",100.00
CAMDEN,11,"11",100.00
CAMDEN,13,"13",100.00
CAMDEN,09,"09",100.00
CAMDEN,07,"07",100.00
CAMDEN,12,"12",100.00
CAMDEN,01,"01",100.00
CAMDEN,03,"03",100.00
CAMDEN,14,"14",100.00
CAMDEN,04,"04",100.00
CRISP,LISTO,"LISTO",100.00
CRISP,JAMES,"JAMES",100.00
CRISP,CONEY,"CONEY",100.00
CRISP,ARABI,"ARABI",100.00
CRISP,CORDE,"CORDE",100.00
DAWSON,03,"03",100.00
DAWSON,01,"01",100.00
DAWSON,02,"02",100.00
DEKALB,DG,"DG",100.00
DEKALB,SF,"SF",100.00
DEKALB,CO,"CO",100.00
DEKALB,MA,"MA",100.00
DEKALB,DE,"DE",100.00
DEKALB,WL,"WL",100.00
DEKALB,KB,"KB",100.00
DEKALB,RI,"RI",100.00
DEKALB,SV,"SV",100.00
DEKALB,LH,"LH",100.00
DEKALB,WD,"WD",100.00
DEKALB,SI,"SI",100.00
DEKALB,CG,"CG",100.00
DEKALB,CV,"CV",100.00
DEKALB,NC,"NC",100.00
DEKALB,RG,"RG",100.00
DEKALB,MN,"MN",100.00
DEKALB,LE,"LE",100.00
DEKALB,MT,"MT",100.00
DEKALB,ND,"ND",100.00
DEKALB,PR,"PR",100.00
DEKALB,MZ,"MZ",100.00
DEKALB,BR,"BR",100.00
DEKALB,CX,"CX",100.00
DEKALB,SA,"SA",100.00
DEKALB,AG,"AG",100.00
DEKALB,KA,"KA",100.00
DEKALB,SY,"SY",100.00
DEKALB,CE,"CE",100.00
DEKALB,MK,"MK",100.00
DEKALB,RK,"RK",100.00
DEKALB,CF,"CF",100.00
DEKALB,SQ,"SQ",100.00
DEKALB,GD,"GD",100.00
DEKALB,SK,"SK",100.00
DEKALB,WN,"WN",100.00
DEKALB,CJ,"CJ",100.00
DEKALB,HA,"HA",100.00
DEKALB,MI,"MI",100.00
DEKALB,AF,"AF",100.00
DEKALB,AB,"AB",100.00
DEKALB,MC,"MC",100.00
DEKALB,TA,"TA",100.00
DEKALB,OK,"OK",100.00
DEKALB,SC,"SC",100.00
DEKALB,DC,"DC",100.00
DEKALB,MH,"MH",100.00
DEKALB,MO,"MO",100.00
DEKALB,SE,"SE",100.00
DEKALB,AD,"AD",100.00
DEKALB,BC,"BC",100.00
DEKALB,HB,"HB",100.00
DEKALB,HF,"HF",100.00
DEKALB,DH,"DH",100.00
DEKALB,NF,"NF",100.00
DEKALB,BH,"BH",100.00
DEKALB,MP,"MP",100.00
DEKALB,PB,"PB",100.00
DEKALB,RL,"RL",100.00
DEKALB,WI,"WI",100.00
DEKALB,CQ,"CQ",100.00
DEKALB,PF,"PF",100.00
DEKALB,SB,"SB",100.00
DEKALB,CU,"CU",100.00
DEKALB,MQ,"MQ",100.00
DEKALB,SW,"SW",100.00
DEKALB,PI,"PI",100.00
DEKALB,WJ,"WJ",100.00
DEKALB,OV,"OV",100.00
DEKALB,RC,"RC",100.00
DEKALB,CA,"CA",100.00
DEKALB,CS,"CS",100.00
DEKALB,CZ,"CZ",100.00
DEKALB,ST,"ST",100.00
DEKALB,FB,"FB",100.00
DEKALB,MB,"MB",100.00
DEKALB,RF,"RF",100.00
DEKALB,AA,"AA",100.00
DEKALB,CD,"CD",100.00
DEKALB,FG,"FG",100.00
DEKALB,LV,"LV",100.00
DEKALB,BG,"BG",100.00
DEKALB,CY,"CY",100.00
DEKALB,GB,"GB",100.00
DEKALB,IB,"IB",100.00
DEKALB,RA,"RA",100.00
DEKALB,CT,"CT",100.00
DEKALB,RM,"RM",100.00
DEKALB,BL,"BL",100.00
DEKALB,MJ,"MJ",100.00
DEKALB,WA,"WA",100.00
DEKALB,CK,"CK",100.00
DEKALB,SL,"SL",100.00
DEKALB,DA,"DA",100.00
DEKALB,DF,"DF",100.00
DEKALB,FM,"FM",100.00
DEKALB,GA,"GA",100.00
DEKALB,JB,"JB",100.00
DEKALB,FJ,"FJ",100.00
DEKALB,FK,"FK",100.00
DEKALB,JA,"JA",100.00
DEKALB,SP,"SP",100.00
DEKALB,TG,"TG",100.00
DEKALB,ML,"ML",100.00
DEKALB,SN,"SN",100.00
DEKALB,HH,"HH",100.00
DEKALB,OA,"OA",100.00
DEKALB,EC,"EC",100.00
DEKALB,GC,"GC",100.00
DEKALB,CW,"CW",100.00
DEKALB,DB,"DB",100.00
DEKALB,LB,"LB",100.00
DEKALB,AI,"AI",100.00
DEKALB,FE,"FE",100.00
DEKALB,RD,"RD",100.00
DEKALB,BB,"BB",100.00
DEKALB,SU,"SU",100.00
DEKALB,IA,"IA",100.00
DEKALB,BD,"BD",100.00
DEKALB,SO,"SO",100.00
DEKALB,WG,"WG",100.00
DEKALB,CB,"CB",100.00
DEKALB,MV,"MV",100.00
DEKALB,RH,"RH",100.00
DEKALB,DI,"DI",100.00
DEKALB,CN,"CN",100.00
DEKALB,DD,"DD",100.00
DEKALB,FL,"FL",100.00
DEKALB,TF,"TF",100.00
DEKALB,LC,"LC",100.00
DEKALB,MF,"MF",100.00
DEKALB,VB,"VB",100.00
DEKALB,CH,"CH",100.00
DEKALB,CP,"CP",100.00
DEKALB,PE,"PE",100.00
DEKALB,AH,"AH",100.00
DEKALB,EF,"EF",100.00
DEKALB,HI,"HI",100.00
DEKALB,TC,"TC",100.00
DEKALB,MG,"MG",100.00
DEKALB,PG,"PG",100.00
DEKALB,PN,"PN",100.00
DEKALB,SG,"SG",100.00
DEKALB,BF,"BF",100.00
DEKALB,SS,"SS",100.00
DEKALB,HC,"HC",100.00
DEKALB,CC,"CC",100.00
DEKALB,CL,"CL",100.00
DEKALB,HG,"HG",100.00
DEKALB,OB,"OB",100.00
DEKALB,LA,"LA",100.00
DEKALB,GF,"GF",100.00
DEKALB,WB,"WB",100.00
DEKALB,PH,"PH",100.00
DEKALB,AE,"AE",100.00
DEKALB,RE,"RE",100.00
DEKALB,FC,"FC",100.00
DEKALB,YA,"YA",100.00
DEKALB,MD,"MD",100.00
DEKALB,MS,"MS",100.00
DEKALB,BE,"BE",100.00
DEKALB,CI,"CI",100.00
DEKALB,LD,"LD",100.00
DEKALB,CR,"CR",100.00
DEKALB,EA,"EA",100.00
DEKALB,NB,"NB",100.00
DEKALB,PC,"PC",100.00
DEKALB,RJ,"RJ",100.00
DEKALB,EG,"EG",100.00
DEKALB,SD,"SD",100.00
DEKALB,MW,"MW",100.00
DEKALB,FA,"FA",100.00
DEKALB,PA,"PA",100.00
DEKALB,SJ,"SJ",100.00
DEKALB,WK,"WK",100.00
DEKALB,SH,"SH",100.00
DEKALB,ME,"ME",100.00
DEKALB,ER,"ER",100.00
DEKALB,BI,"BI",100.00
DEKALB,KC,"KC",100.00
DEKALB,KE,"KE",100.00
DEKALB,KG,"KG",100.00
DEKALB,CM,"CM",100.00
DEKALB,SR,"SR",100.00
DEKALB,MR,"MR",100.00
DEKALB,SM,"SM",100.00
DEKALB,WF,"WF",100.00
DEKALB,MU,"MU",100.00
DEKALB,BJ,"BJ",100.00
DEKALB,TH,"TH",100.00
DEKALB,BM,"BM",100.00
IRWIN,1529,"1529",100.00
IRWIN,0901,"0901",100.00
IRWIN,1753,"1753",100.00
LEE,10,"10",100.00
LEE,9,"9",100.00
LEE,5,"5",100.00
LEE,4,"4",100.00
LEE,8,"8",100.00
LEE,2,"2",100.00
LEE,3,"3",100.00
LEE,6,"6",100.00
LEE,1,"1",100.00
LEE,7,"7",100.00
TREUTLEN,SOPE,"SOPE",100.00
TREUTLEN,ANNEX,"ANNEX",100.00
WALKER,1501,"1501",100.00
WALKER,1161,"1161",100.00
WALKER,0944,"0944",100.00
WALKER,1809,"1809",100.00
WALKER,1851,"1851",100.00
WALKER,0871,"0871",100.00
WALKER,0917,"0917",100.00
WALKER,1893,"1893",100.00
WALKER,0953,"0953",100.00
WALKER,1818,"1818",100.00
WALKER,1812,"1812",100.00
WALTON,417,"417",100.00
WALTON,1675,"1675",100.00
WALTON,419,"419",100.00
WALTON,250,"250",100.00
WALTON,1663,"1663",100.00
WALTON,502,"502",100.00
WALTON,421,"421",100.00
WALTON,559,"559",100.00
WALTON,426,"426",100.00
WALTON,422,"422",100.00
WALTON,503,"503",100.00
WALTON,423,"423",100.00
WALTON,425,"425",100.00
WALTON,418,"418",100.00
WALTON,427,"427",100.00
WALTON,424,"424",100.00
WALTON,416,"416",100.00
WALTON,415,"415",100.00
WALTON,454,"454",100.00
WALTON,420,"420",100.00
WALTON,414,"414",100.00
GILMER,12,"12",100.00
GILMER,13,"13",100.00
GILMER,04,"04",100.00
GILMER,01,"01",100.00
GILMER,07,"07",100.00
GILMER,09,"09",100.00
GILMER,10,"10",100.00
GILMER,08,"08",100.00
GILMER,11,"11",100.00
GILMER,05,"05",100.00
GILMER,06,"06",100.00
GILMER,03,"03",100.00
GILMER,02,"02",100.00
LINCOLN,1-A,"1-A",100.00
LINCOLN,2,"2",100.00
LINCOLN,4-A,"4-A",100.00
LINCOLN,3-B,"3-B",100.00
LINCOLN,4-B,"4-B",100.00
LINCOLN,3-A,"3-A",100.00
LINCOLN,1-B,"1-B",100.00
WORTH,12,"12",100.00
WORTH,10,"10",100.00
WORTH,6,"6",100.00
WORTH,3,"3",100.00
WORTH,9,"9",100.00
WORTH,11,"11",100.00
WORTH,4,"4",100.00
WORTH,7,"7",100.00
WORTH,2,"2",100.00
WORTH,1,"1",100.00
WORTH,14,"14",100.00
WORTH,15,"15",100.00
BULLOCH,12,"12",100.00
BULLOCH,7,"7",100.00
BULLOCH,14,"14",100.00
BULLOCH,10,"10",100.00
BULLOCH,1,"1",100.00
BULLOCH,5,"5",100.00
BULLOCH,9,"9",100.00
BULLOCH,8,"8",100.00
BULLOCH,11,"11",100.00
BULLOCH,4,"4",100.00
BULLOCH,13,"13",100.00
BULLOCH,16,"16",100.00
BULLOCH,15,"15",100.00
BULLOCH,3,"3",100.00
BULLOCH,2,"2",100.00
BULLOCH,6,"6",100.00
CARROLL,1540,"1540",100.00
CARROLL,1006,"1006",100.00
CARROLL,713,"713",100.00
CARROLL,1483,"1483",100.00
CARROLL,649,"649",100.00
CARROLL,714A3,"714A3",100.00
CARROLL,682,"682",100.00
CARROLL,650,"650",100.00
CARROLL,501,"501",100.00
CARROLL,1111,"1111",100.00
CARROLL,1533,"1533",100.00
CARROLL,714BN,"714BN",100.00
CARROLL,714A1,"714A1",100.00
CARROLL,1542,"1542",100.00
CARROLL,1122,"1122",100.00
CARROLL,641,"641",100.00
CARROLL,1240,"1240",100.00
CARROLL,1371,"1371",100.00
CARROLL,714BW,"714BW",100.00
CARROLL,640,"640",100.00
CARROLL,714A6,"714A6",100.00
CARROLL,642,"642",100.00
CARROLL,715,"715",100.00
CARROLL,714A4,"714A4",100.00
CARROLL,1496,"1496",100.00
CARROLL,1152,"1152",100.00
CARROLL,714A2,"714A2",100.00
CARROLL,714A5,"714A5",100.00
FANNIN,TOCC,"TOCC",100.00
FANNIN,FAIR,"FAIR",100.00
FANNIN,COLW,"COLW",100.00
FANNIN,SKEN,"SKEN",100.00
FANNIN,SUGC,"SUGC",100.00
FANNIN,NOON,"NOON",100.00
FANNIN,HOTH,"HOTH",100.00
FANNIN,HEMP,"HEMP",100.00
FANNIN,MINE,"MINE",100.00
